"State","Area.Code","Phone","Account.Length","VMail.Message","Day.Mins","Eve.Mins","Night.Mins","Intl.Mins","CustServ.Calls","Intl.Plan","VMail.Plan","Day.Calls","Day.Charge","Eve.Calls","Eve.Charge","Night.Calls","Night.Charge","Intl.Calls","Intl.Charge","Churn"
"OK",415,3446495,117,0,134.7,180,200.9,7.7,1,0,0,121,22.9,83,15.3,104,9.04,3,2.08,"0"
"WY",415,3377501,139,0,192.8,234.4,203.2,13,3,0,0,104,32.78,96,19.92,101,9.14,3,3.51,"0"
"PA",408,3399631,92,28,151.1,194.8,239.2,10,1,0,1,90,25.69,79,16.56,114,10.76,3,2.7,"0"
"WA",415,3694384,83,0,221.4,231.8,122.5,9.8,3,0,0,103,37.64,103,19.7,100,5.51,5,2.65,"0"
"HI",510,4163915,148,0,218.9,208,203.3,11.1,0,1,0,88,37.21,85,17.68,99,9.15,4,3,"0"
"SD",408,3393049,144,48,189.8,123.4,214.2,6.5,2,0,1,96,32.27,67,10.49,106,9.64,2,1.76,"1"
"AL",415,3617998,131,25,192.7,225.9,254.2,10.9,2,0,1,85,32.76,105,19.2,59,11.44,6,2.94,"0"
"VT",510,3554842,146,0,204.4,219.1,222.7,10.5,3,1,0,135,34.75,90,18.62,114,10.02,6,2.84,"0"
"MT",415,3876440,143,0,172.3,174,188.2,13,2,0,0,97,29.29,108,14.79,119,8.47,4,3.51,"0"
"AK",415,3897073,48,37,211.7,159.9,144.1,12.2,1,0,1,115,35.99,84,13.59,80,6.48,1,3.29,"0"
"MI",415,3708463,86,28,221.6,288.4,240.3,9,1,0,1,74,37.67,100,24.51,105,10.81,2,2.43,"0"
"DE",415,3627318,71,0,197.9,181.5,281.4,6.7,3,0,0,108,33.64,109,15.43,56,12.66,5,1.81,"0"
"SD",408,4121194,145,24,147.5,175.7,252.1,15.6,2,0,1,90,25.08,108,14.93,102,11.34,3,4.21,"0"
"MI",510,3559508,137,0,206.4,128,194.5,8.8,2,0,0,122,35.09,102,10.88,84,8.75,5,2.38,"0"
"AL",510,3355882,167,0,207.6,132.4,255.2,14.1,0,0,0,88,35.29,63,11.25,98,11.48,5,3.81,"0"
"OK",510,3526976,89,0,303.9,260.9,312.1,5.3,1,0,0,95,51.66,114,22.18,89,14.04,3,1.43,"1"
"CT",415,3936733,199,34,230.6,219.4,299.3,8,0,0,1,121,39.2,99,18.65,94,13.47,2,2.16,"0"
"NE",510,3351838,132,0,99.5,129.1,125.1,9.7,0,0,0,110,16.92,80,10.97,124,5.63,3,2.62,"0"
"CT",415,3875860,96,37,172.7,120.1,216.1,10.3,5,0,1,93,29.36,116,10.21,86,9.72,5,2.78,"1"
"WI",510,3432605,96,18,172.7,133.4,259.5,9.8,1,0,1,86,29.36,113,11.34,70,11.68,3,2.65,"0"
"IN",510,3506759,166,0,204.2,179.9,216.8,9.5,1,0,0,115,34.71,152,15.29,109,9.76,5,2.57,"0"
"AR",415,3469317,36,0,157.6,184.3,240.4,11.9,0,0,0,117,26.79,58,15.67,99,10.82,1,3.21,"0"
"ME",415,3984313,113,0,215.5,218.7,207.1,6.6,4,0,0,129,36.64,117,18.59,91,9.32,9,1.78,"0"
"MN",415,4124399,94,0,181.5,199.9,287.7,6.6,1,0,0,98,30.86,88,16.99,114,12.95,5,1.78,"0"
"MD",415,3301835,67,0,171.7,110.4,195.4,11.9,2,0,0,80,29.19,81,9.38,111,8.79,4,3.21,"0"
"RI",408,3297347,121,0,170.4,350.5,297,11.2,0,0,0,108,28.97,68,29.79,87,13.37,3,3.02,"1"
"IA",415,3606868,158,0,158,292.5,241.1,9.1,1,0,0,106,26.86,114,24.86,89,10.85,4,2.46,"0"
"AZ",510,4056641,136,0,92,253.6,214.1,10.3,1,0,0,117,15.64,77,21.56,90,9.63,10,2.78,"0"
"MO",415,3932373,196,0,234,249.5,173.1,9.1,2,0,0,109,39.78,114,21.21,70,7.79,5,2.46,"0"
"VT",415,4191714,113,0,272.1,268.5,213.8,8.5,1,0,0,111,46.26,118,22.82,105,9.62,10,2.3,"1"
"IN",408,3363819,122,0,296.4,214.8,133.9,11.4,4,0,0,99,50.39,89,18.26,107,6.03,3,3.08,"1"
"RI",510,3413464,112,0,194.4,190.3,183.4,11.4,0,0,0,101,33.05,82,16.18,107,8.25,2,3.08,"0"
"SD",415,4135310,209,0,227.2,258.4,183.5,8.9,3,0,0,128,38.62,92,21.96,74,8.26,4,2.4,"0"
"MN",415,3667912,62,0,248.7,220,265.7,13.2,1,0,0,109,42.28,118,18.7,78,11.96,2,3.56,"1"
"TX",415,3998845,110,38,236.3,195.9,183.5,9.7,1,0,1,102,40.17,112,16.65,82,8.26,6,2.62,"0"
"VA",510,3682583,16,0,205.6,169.5,220.1,10.9,0,0,0,69,34.95,93,14.41,64,9.9,3,2.94,"0"
"MA",408,3606309,73,0,94.1,280.3,205,9.8,0,0,0,136,16,122,23.83,77,9.23,4,2.65,"0"
"ID",408,3595890,128,0,125.2,205.4,254.4,18.9,0,0,0,99,21.28,107,17.46,111,11.45,2,5.1,"0"
"MA",408,3322462,39,0,60.4,306.2,123.9,12.4,1,0,0,158,10.27,120,26.03,46,5.58,3,3.35,"0"
"RI",415,3293222,119,29,117.8,256.8,147.6,7.6,3,0,1,66,20.03,114,21.83,76,6.64,3,2.05,"0"
"ID",510,3635819,173,21,232.4,211.9,273,5,3,0,1,96,39.51,118,18.01,102,12.29,5,1.35,"0"
"SD",510,4139269,128,32,223.5,188.8,154.9,9.4,2,1,1,81,38,74,16.05,101,6.97,2,2.54,"1"
"WY",415,4037775,114,32,125.2,177.8,232.4,12.9,1,0,1,79,21.28,105,15.11,89,10.46,3,3.48,"0"
"VA",408,3602479,104,0,138.7,256.9,234.9,10,0,0,0,107,23.58,113,21.84,74,10.57,3,2.7,"0"
"OR",415,3943791,148,0,86.3,246.6,251.6,11.3,1,0,0,134,14.67,92,20.96,91,11.32,4,3.05,"0"
"VA",408,3842632,129,0,207,154.9,245.1,13.4,3,0,0,91,35.19,121,13.17,112,11.03,5,3.62,"0"
"ME",510,3598466,100,30,58.8,219.5,152.3,7.1,0,0,1,104,10,107,18.66,118,6.85,3,1.92,"0"
"AL",408,3318909,121,35,68.7,209.2,197.4,11.4,1,0,1,95,11.68,69,17.78,42,8.88,4,3.08,"0"
"IA",510,3309833,76,0,198.3,217.1,188.4,12.5,0,0,0,130,33.71,86,18.45,96,8.48,3,3.38,"0"
"FL",510,3388478,116,0,192.1,312.9,130.2,7.9,3,0,0,98,32.66,135,26.6,94,5.86,2,2.13,"0"
"MT",415,3875453,54,0,272.6,248.7,197.4,9.5,1,0,0,83,46.34,74,21.14,111,8.88,2,2.57,"1"
"AL",415,3803437,86,0,128.3,197.1,138.4,12.2,7,0,0,121,21.81,93,16.75,152,6.23,5,3.29,"1"
"MT",510,4072750,66,0,201.3,152.8,233.2,7.5,1,0,0,95,34.22,66,12.99,101,10.49,4,2.03,"0"
"KY",408,3968265,151,17,214.7,138.5,169.1,8.6,1,0,1,97,36.5,90,11.77,44,7.61,4,2.32,"0"
"SC",510,3974304,99,0,169.2,271.5,170.2,10.6,0,0,0,70,28.76,77,23.08,104,7.66,2,2.86,"0"
"OR",510,4098814,77,0,233.8,266.5,212.7,7.6,2,0,0,104,39.75,94,22.65,104,9.57,3,2.05,"0"
"AK",408,3365406,78,0,225.1,199.2,175.5,14.6,0,0,0,67,38.27,127,16.93,102,7.9,2,3.94,"0"
"GA",415,3436940,89,0,213,176.6,262.6,9.1,1,0,0,63,36.21,71,15.01,126,11.82,1,2.46,"1"
"MN",415,3619923,101,0,183.9,255.9,275,10.8,1,0,0,115,31.26,101,21.75,145,12.38,11,2.92,"0"
"IL",415,3506639,44,34,221.8,161.7,227.7,14,0,0,1,105,37.71,85,13.74,62,10.25,7,3.78,"0"
"SC",510,3496567,64,37,154.6,83.4,165.9,13.3,1,0,1,92,26.28,103,7.09,99,7.47,3,3.59,"0"
"VA",415,3337749,141,0,260.2,179.2,135,7.2,3,0,0,131,44.23,120,15.23,119,6.08,8,1.94,"0"
"WI",415,4086089,81,33,161.6,123,261.3,12.2,1,0,1,117,27.47,90,10.46,101,11.76,5,3.29,"0"
"VT",510,3752165,162,0,220.6,155.2,186.7,10.5,1,0,0,117,37.5,121,13.19,89,8.4,11,2.84,"0"
"AZ",415,4006999,83,41,155.9,162.3,127.6,13.1,3,0,1,122,26.5,107,13.8,105,5.74,5,3.54,"0"
"FL",510,4207823,100,0,107,105.7,243.1,12.8,4,0,0,63,18.19,67,8.98,74,10.94,3,3.46,"1"
"AK",510,3665241,59,0,182.5,204.7,229.9,11.3,4,0,0,104,31.03,95,17.4,100,10.35,8,3.05,"0"
"AR",415,4133412,179,38,220.1,234.3,237.3,10.1,4,1,1,78,37.42,71,19.92,85,10.68,4,2.73,"0"
"AK",415,3378078,117,0,181.5,205.1,204,14.7,2,0,0,95,30.86,88,17.43,82,9.18,9,3.97,"0"
"MS",408,4021942,64,0,236.2,218.6,194.1,13.2,2,1,0,77,40.15,85,18.58,97,8.73,2,3.56,"1"
"NM",408,3858730,122,23,134.2,227.3,122.4,8.5,2,0,1,85,22.81,132,19.32,96,5.51,2,2.3,"0"
"NE",408,3937892,37,39,149.7,211.1,114.3,9.2,1,1,1,122,25.45,75,17.94,90,5.14,4,2.48,"0"
"SC",408,4076748,90,29,150.1,264.7,178.4,5.8,1,0,1,109,25.52,103,22.5,97,8.03,4,1.57,"0"
"CO",408,3414463,159,0,257.1,312.2,183,8.8,1,1,0,53,43.71,127,26.54,82,8.24,6,2.38,"1"
"DE",415,3512587,148,0,124.4,179.7,253,11.3,0,0,0,83,21.15,81,15.27,99,11.39,6,3.05,"0"
"OH",415,4219752,39,36,141.7,232.3,222.1,12,1,0,1,121,24.09,113,19.75,131,9.99,5,3.24,"0"
"MS",408,3564001,77,0,230,103.2,309.6,11.3,2,0,0,87,39.1,138,8.77,136,13.93,3,3.05,"0"
"OK",408,3289869,194,0,162.3,213.7,192.1,10.9,0,0,0,88,27.59,118,18.16,81,8.64,2,2.94,"0"
"CO",415,3435709,154,0,350.8,216.5,253.9,10.1,1,0,0,75,59.64,94,18.4,100,11.43,9,2.73,"1"
"MD",415,3501040,45,0,78.2,253.4,255,18,1,0,0,127,13.29,108,21.54,100,11.48,3,4.86,"0"
"MA",415,3856778,128,0,195.6,267.8,164.9,16,0,0,0,99,33.25,120,22.76,76,7.42,2,4.32,"0"
"NC",415,3837689,135,0,201.8,225,204.4,10.3,1,0,0,81,34.31,114,19.13,82,9.2,6,2.78,"0"
"NY",415,3643567,32,0,164.8,229.9,167.3,14.8,2,0,0,98,28.02,96,19.54,108,7.53,2,4,"0"
"AZ",415,4224241,90,0,179.2,210.7,276.9,9.2,2,0,0,77,30.46,99,17.91,58,12.46,6,2.48,"0"
"SD",415,3702957,87,21,214,180,134.5,10.6,0,0,1,113,36.38,114,15.3,82,6.05,5,2.86,"0"
"DC",415,3296562,138,0,170.5,118.2,187.9,11.2,2,0,0,87,28.99,116,10.05,111,8.46,7,3.02,"0"
"ND",408,3633515,79,0,205.7,214.5,226.1,6.7,1,0,0,123,34.97,108,18.23,106,10.17,18,1.81,"0"
"MO",415,3747787,95,0,165.5,286.2,198.9,11.5,1,1,0,84,28.14,112,24.33,89,8.95,2,3.11,"1"
"KS",415,3452931,127,0,221,160.7,233.1,6.8,2,0,0,100,37.57,113,13.66,96,10.49,4,1.84,"0"
"IN",415,3556531,117,22,196,322.7,225.6,3.7,1,1,1,82,33.32,82,27.43,120,10.15,5,1,"0"
"OH",408,3369390,84,0,159.5,247.1,187.9,7.2,2,0,0,125,27.12,90,21,82,8.46,4,1.94,"0"
"KS",415,3468581,137,0,230.2,220.4,204.7,10.7,4,0,0,113,39.13,79,18.73,111,9.21,7,2.89,"0"
"CT",415,3638824,99,0,146.7,274,321.3,8.9,3,0,0,64,24.94,99,23.29,98,14.46,1,2.4,"0"
"WI",415,3604320,85,0,102,270.2,148.2,10.7,1,0,0,95,17.34,139,22.97,105,6.67,3,2.89,"0"
"MS",510,4176252,150,0,126,238.5,285.1,10.2,3,0,0,99,21.42,73,20.27,100,12.83,6,2.75,"0"
"WV",415,3934949,43,0,168.4,243.8,214.7,11.1,1,0,0,125,28.63,89,20.72,102,9.66,2,3,"0"
"MA",415,4013156,35,0,105.6,258.2,213.1,8.7,0,0,0,129,17.95,129,21.95,77,9.59,3,2.35,"0"
"MD",415,3386283,98,0,206.5,176.2,232.8,12.4,5,0,0,92,35.11,152,14.98,115,10.48,5,3.35,"0"
"WI",510,4055305,16,0,229.6,205.7,166.2,10.8,0,0,0,78,39.03,108,17.48,91,7.48,2,2.92,"1"
"TN",415,3769249,98,22,278.3,93.4,107.6,9.7,0,0,1,89,47.31,143,7.94,42,4.84,5,2.62,"0"
"TX",408,3397139,84,0,138.6,199,204.1,7.8,0,0,0,102,23.56,93,16.92,137,9.18,4,2.11,"0"
"OR",415,3286011,94,0,234.4,279.3,234.2,2,1,0,0,103,39.85,109,23.74,121,10.54,2,0.54,"1"
"IL",510,3781303,84,0,181.5,130.7,186.5,8.5,1,0,0,129,30.86,112,11.11,118,8.39,4,2.3,"0"
"DC",415,4025155,66,0,167.3,230,191.7,10.6,1,0,0,91,28.44,68,19.55,118,8.63,5,2.86,"1"
"GA",415,3335430,98,31,121,218.9,226.7,12,1,0,1,105,20.57,98,18.61,110,10.2,1,3.24,"0"
"ID",415,3659696,74,0,221.1,110.8,240.1,10.6,0,0,0,124,37.59,94,9.42,112,10.8,3,2.86,"0"
"KY",510,4117649,119,0,222.8,163.2,160.6,11.2,1,0,0,122,37.88,107,13.87,112,7.23,6,3.02,"0"
"OH",415,3384065,73,0,183.4,242,201.4,7.5,4,0,0,80,31.18,115,20.57,100,9.06,3,2.03,"0"
"WI",415,4219401,92,0,264.3,160.9,198.6,9.3,0,1,0,91,44.93,115,13.68,73,8.94,5,2.51,"0"
"DE",510,3325521,122,0,157.1,184.9,197.2,8.5,4,0,0,134,26.71,122,15.72,59,8.87,5,2.3,"1"
"RI",510,3494369,133,0,127.3,251.3,135,10.3,1,1,0,108,21.64,81,21.36,88,6.08,3,2.78,"0"
"TX",415,3514288,145,0,187.9,197,167,4.8,2,0,0,110,31.94,117,16.75,108,7.52,4,1.3,"0"
"OR",408,4225874,25,0,178.8,141.2,203,8.4,2,0,0,90,30.4,72,12,99,9.14,5,2.27,"0"
"NV",415,3962324,64,0,97.2,186.2,189,10.4,2,0,0,80,16.52,90,15.83,92,8.5,6,2.81,"0"
"NE",415,4165662,85,0,259.8,242.3,168.8,5.4,0,0,0,85,44.17,117,20.6,72,7.6,1,1.46,"0"
"MS",415,3639663,126,0,256.5,199.5,188.3,7,3,0,0,112,43.61,90,16.96,122,8.47,5,1.89,"0"
"OR",415,4109477,76,0,169.5,124,219.4,10,0,0,0,77,28.82,87,10.54,92,9.87,3,2.7,"0"
"DE",415,3524418,113,0,239.7,282.9,238.4,8.7,2,0,0,47,40.75,110,24.05,88,10.73,3,2.35,"1"
"DE",510,3616563,224,0,171.5,160,212.4,5,1,1,0,99,29.16,103,13.6,102,9.56,2,1.35,"1"
"AZ",408,4174404,117,0,239.9,174.8,209.5,9.8,0,0,0,84,40.78,106,14.86,93,9.43,2,2.65,"0"
"SD",408,3728048,128,34,142.3,194.8,239.3,16,1,0,1,73,24.19,79,16.56,81,10.77,6,4.32,"0"
"NV",415,3563646,115,0,184.1,327,212.5,7.5,2,0,0,98,31.3,73,27.8,106,9.56,6,2.03,"0"
"NM",415,3519604,141,28,206.9,264.4,171.8,9.3,2,0,1,126,35.17,126,22.47,124,7.73,11,2.51,"0"
"NJ",415,3965189,100,0,203.8,283.1,197.3,12.5,0,0,0,122,34.65,76,24.06,83,8.88,3,3.38,"0"
"IN",415,3569187,96,45,248.8,140.3,263.6,10.3,3,0,1,124,42.3,77,11.93,102,11.86,2,2.78,"0"
"DC",415,3945537,112,16,221.6,130.2,200,11.3,1,0,1,110,37.67,123,11.07,108,9,3,3.05,"0"
"MA",510,4082712,129,0,192.9,185.5,205.2,10.9,1,1,0,131,32.79,101,15.77,130,9.23,4,2.94,"0"
"ME",415,4044486,163,0,122.4,113.4,180.2,12.5,1,0,0,129,20.81,108,9.64,97,8.11,7,3.38,"0"
"NH",415,3551113,67,40,104.9,216.3,217.4,9.6,1,0,1,65,17.83,93,18.39,128,9.78,9,2.59,"0"
"AZ",408,4114674,140,0,173.2,196.8,209.3,11.2,3,0,0,91,29.44,106,16.73,128,9.42,5,3.02,"0"
"OR",510,3764519,49,0,119.4,273.3,214.4,12.4,2,0,0,69,20.3,92,23.23,153,9.65,7,3.35,"0"
"KS",510,3655979,46,0,250.3,260.6,195,13.3,2,0,0,100,42.55,90,22.15,104,8.78,2,3.59,"1"
"NE",415,3822879,148,0,178.3,282.6,181,11.4,1,0,0,98,30.31,110,24.02,98,8.15,4,3.08,"0"
"MI",510,4201383,112,0,243.4,182.1,259.2,12.8,1,0,0,77,41.38,97,15.48,94,11.66,2,3.46,"0"
"SC",415,4117390,78,0,155,175.3,155.6,11.8,2,0,0,106,26.35,101,14.9,125,7,5,3.19,"0"
"PA",408,3838848,61,31,288.7,203.8,203.2,8.6,0,0,1,101,49.08,102,17.32,49,9.14,3,2.32,"0"
"MT",510,3879301,58,29,240.4,118.9,164.2,11.2,1,0,1,80,40.87,91,10.11,108,7.39,3,3.02,"0"
"NM",415,3993164,155,0,190.3,301.3,214.6,8,1,0,0,123,32.35,96,25.61,134,9.66,3,2.16,"0"
"OH",510,3858997,100,0,278,176.7,219.5,8.3,0,0,0,76,47.26,74,15.02,126,9.88,4,2.24,"1"
"WY",510,3526573,113,0,155,330.6,189.4,13.5,1,0,0,93,26.35,106,28.1,123,8.52,3,3.65,"0"
"MI",415,4083384,81,0,153.5,197.6,198.5,6.3,2,0,0,99,26.1,102,16.8,86,8.93,2,1.7,"0"
"FL",408,3362090,99,0,155.3,265.7,145.7,12.4,0,0,0,93,26.4,95,22.58,67,6.56,4,3.35,"0"
"AR",510,3437242,59,29,133.1,221.2,131.6,6.8,1,0,1,114,22.63,82,18.8,103,5.92,3,1.84,"0"
"MO",510,3761713,135,0,246.8,187.8,154.5,12.6,1,0,0,129,41.96,121,15.96,109,6.95,5,3.4,"0"
"NM",510,3825478,55,0,286.7,134.4,192.9,6.9,2,0,0,100,48.74,121,11.42,122,8.68,5,1.86,"0"
"GA",415,3337637,75,0,117.3,201.1,107.9,12.2,1,0,0,114,19.94,61,17.09,82,4.86,3,3.29,"0"
"ID",510,3411647,79,21,264.3,202.8,173.4,6.3,4,0,1,79,44.93,118,17.24,92,7.8,3,1.7,"0"
"AL",408,4114232,85,0,127.9,271.2,202.2,12.5,0,0,0,107,21.74,124,23.05,76,9.1,5,3.38,"0"
"KS",408,3392616,86,23,225.5,246.3,245.7,9.8,0,0,1,107,38.34,105,20.94,81,11.06,2,2.65,"0"
"SD",510,3273850,91,0,149,245.3,260,8.3,0,0,0,115,25.33,105,20.85,94,11.7,3,2.24,"0"
"LA",415,3287209,149,20,198.9,274,190.7,14.3,1,0,1,77,33.81,88,23.29,76,8.58,9,3.86,"0"
"AZ",415,3662212,60,0,98.2,180.5,223.6,9.3,2,0,0,88,16.69,69,15.34,69,10.06,2,2.51,"0"
"UT",415,3841621,90,0,261.8,220.6,136.6,9.6,1,0,0,128,44.51,104,18.75,91,6.15,5,2.59,"0"
"RI",408,3603525,115,0,147.9,228.4,299.7,9.6,3,0,0,109,25.14,117,19.41,90,13.49,9,2.59,"0"
"OH",415,3923813,144,18,106.4,108.1,208.4,10.1,1,0,1,109,18.09,113,9.19,111,9.38,5,2.73,"0"
"ND",415,3668036,105,23,193.5,220.2,272.4,8.5,0,0,1,85,32.9,90,18.72,111,12.26,5,2.3,"0"
"NV",415,3528327,71,0,178.2,167.8,182.1,13.6,3,1,0,113,30.29,94,14.26,111,8.19,3,3.67,"1"
"AL",510,3696880,41,34,194.4,254.9,160.2,17.2,2,0,1,63,33.05,110,21.67,115,7.21,9,4.64,"0"
"NE",415,4168697,44,0,240.3,164.6,240.7,10.6,1,0,0,146,40.85,83,13.99,106,10.83,2,2.86,"0"
"NV",408,3453451,78,0,75,248.7,176,9.5,3,0,0,116,12.75,87,21.14,83,7.92,6,2.57,"0"
"IL",408,3792514,149,0,69.1,136.3,181.7,6.3,1,0,0,117,11.75,100,11.59,53,8.18,3,1.7,"0"
"WV",510,4186651,72,33,96.6,315.4,163.3,6.2,4,0,1,59,16.42,98,26.81,117,7.35,4,1.67,"1"
"MI",415,4213528,139,20,214.6,235.1,162.8,14.8,0,0,1,101,36.48,132,19.98,132,7.33,12,4,"0"
"AR",510,3299046,74,0,148.5,146.5,289.2,9.9,3,0,0,111,25.25,42,12.45,83,13.01,6,2.67,"0"
"GA",510,4038904,141,23,149.7,162.5,220.3,7.6,3,0,1,112,25.45,118,13.81,115,9.91,2,2.05,"0"
"ID",408,4001367,99,0,190.4,158.1,271.5,11.2,2,0,0,102,32.37,107,13.44,92,12.22,4,3.02,"0"
"HI",408,3779473,166,0,181.4,253.8,112.3,11.6,1,0,0,108,30.84,54,21.57,94,5.05,6,3.13,"0"
"NV",408,3963068,124,0,151.1,187.4,255.4,5.3,1,0,0,123,25.69,104,15.93,93,11.49,3,1.43,"0"
"MD",415,3319293,74,0,155.7,173.7,257.4,8.1,0,0,0,116,26.47,63,14.76,97,11.58,4,2.19,"0"
"GA",510,3471914,117,0,149.9,256.1,212.7,13.3,2,0,0,95,25.48,110,21.77,92,9.57,13,3.59,"0"
"GA",510,3951962,85,0,222.3,231.5,223.5,11,3,0,0,132,37.79,101,19.68,75,10.06,2,2.97,"0"
"UT",415,4015485,36,16,149.4,131.8,132.7,6.7,0,0,1,111,25.4,113,11.2,87,5.97,2,1.81,"0"
"MA",510,3556560,102,0,233.8,221.6,146.9,12.8,0,1,0,103,39.75,131,18.84,106,6.61,3,3.46,"0"
"IN",415,3633911,76,0,204.2,292.6,244.3,10.5,0,0,0,100,34.71,139,24.87,105,10.99,2,2.84,"0"
"VT",510,3451998,165,0,242.9,209.8,228.4,0,1,0,0,126,41.29,65,17.83,126,10.28,0,0,"0"
"IN",415,3767145,78,0,208.9,252.4,280.2,12.8,0,0,0,119,35.51,132,21.45,120,12.61,7,3.46,"0"
"AL",415,3752975,55,0,191.9,256.1,203.7,14.3,1,1,0,91,32.62,110,21.77,101,9.17,6,3.86,"1"
"ME",415,3768573,92,0,130.7,260.6,244.2,9.4,2,1,0,113,22.22,122,22.15,98,10.99,2,2.54,"1"
"RI",415,3667360,129,33,119.6,278.7,263.4,5.9,2,0,1,104,20.33,88,23.69,175,11.85,2,1.59,"0"
"MD",408,3477898,18,0,273.6,114.6,250.6,8.2,1,0,0,93,46.51,116,9.74,120,11.28,4,2.21,"0"
"FL",415,3907328,161,0,156.1,180.3,179.6,11.1,2,1,0,114,26.54,63,15.33,115,8.08,9,3,"0"
"CA",415,3565491,93,36,178.7,178.6,126.8,8,2,0,1,134,30.38,102,15.18,82,5.71,4,2.16,"0"
"AL",415,3733251,144,0,177.5,287.4,180.5,11.9,2,0,0,93,30.18,75,24.43,118,8.12,3,3.21,"0"
"ME",408,3431965,75,0,211.3,105.6,175.9,9.7,4,1,0,61,35.92,119,8.98,63,7.92,4,2.62,"1"
"WV",415,3788019,95,0,175.2,244.4,75.8,7.5,1,0,0,91,29.78,109,20.77,95,3.41,2,2.03,"0"
"SD",415,3861548,126,23,114.3,190.3,240.4,12.6,3,0,1,102,19.43,103,16.18,111,10.82,7,3.4,"0"
"FL",415,3971649,124,28,251.4,225.1,251.9,7.5,1,0,1,104,42.74,89,19.13,121,11.34,5,2.03,"0"
"MI",415,3667247,93,0,216.9,207.4,221.7,17.5,1,1,0,61,36.87,120,17.63,110,9.98,5,4.73,"1"
"MI",415,4029691,109,26,217.2,145.5,280.7,9.3,0,1,1,138,36.92,111,12.37,76,12.63,3,2.51,"0"
"NM",510,3349806,80,0,206.3,154.9,263.6,12.4,0,0,0,97,35.07,98,13.17,82,11.86,12,3.35,"0"
"AK",415,3787733,41,0,159.3,125.9,261.9,11.1,1,0,0,66,27.08,75,10.7,76,11.79,5,3,"0"
"MO",415,4053916,92,0,154,329.8,288,5.6,3,0,0,122,26.18,88,28.03,117,12.96,2,1.51,"1"
"KS",408,4072081,143,24,186.6,222,234.9,11.6,1,0,1,69,31.72,116,18.87,138,10.57,5,3.13,"0"
"MS",415,3979148,118,26,170.8,199.5,169.7,9.6,5,0,1,114,29.04,125,16.96,98,7.64,5,2.59,"1"
"VT",408,4154857,193,17,124,202.9,205.1,12.3,1,0,1,102,21.08,81,17.25,129,9.23,3,3.32,"0"
"NE",415,3547314,73,0,198.3,279.3,146.2,14.8,3,0,0,94,33.71,101,23.74,87,6.58,8,4,"0"
"VA",408,3465611,62,0,172.8,204.8,240.8,9.1,2,0,0,101,29.38,97,17.41,90,10.84,8,2.46,"0"
"DE",415,3494703,30,30,217.4,213.8,227.2,6.6,0,0,1,74,36.96,86,18.17,104,10.22,3,1.78,"0"
"ID",510,4211469,148,14,93.6,193.8,144.9,17.5,1,0,1,137,15.91,72,16.47,84,6.52,5,4.73,"0"
"MS",510,4205990,96,0,98.2,307.2,182.5,7.6,2,0,0,100,16.69,88,26.11,120,8.21,1,2.05,"0"
"OK",408,3894780,52,0,214.7,158.6,123.4,9.4,2,0,0,68,36.5,138,13.48,114,5.55,4,2.54,"0"
"NM",415,3572735,87,0,168.2,224.7,169.5,12.9,1,0,0,92,28.59,100,19.1,99,7.63,3,3.48,"0"
"WV",415,3805286,112,0,261.4,154.5,130.9,11.6,1,0,0,108,44.44,102,13.13,90,5.89,2,3.13,"0"
"SC",510,3948402,88,0,73.3,161.4,239.6,8.2,4,0,0,86,12.46,82,13.72,76,10.78,3,2.21,"1"
"KY",408,3921616,122,27,253.7,229.2,190.5,9.2,7,0,1,84,43.13,109,19.48,123,8.57,5,2.48,"0"
"MO",408,3641969,61,0,45,151.3,152.9,9.8,2,0,0,108,7.65,74,12.86,94,6.88,6,2.65,"0"
"IL",510,3904152,87,0,231.3,171.7,67.7,13,1,0,0,105,39.32,108,14.59,136,3.05,6,3.51,"0"
"OK",408,3677039,176,0,47.4,167.8,163.1,10.5,2,0,0,125,8.06,90,14.26,107,7.34,8,2.84,"0"
"MI",510,3916607,30,0,227.4,182.5,191.7,12.5,0,0,0,88,38.66,100,15.51,134,8.63,3,3.38,"0"
"NJ",415,3796652,95,22,40.9,133.4,264.2,11.9,0,0,1,126,6.95,90,11.34,91,11.89,7,3.21,"0"
"DC",510,4032455,100,0,68.5,337.1,205.2,12.1,0,1,0,110,11.65,115,28.65,99,9.23,9,3.27,"0"
"NY",415,3911348,47,37,163.5,203.1,232,7.8,2,0,1,77,27.8,102,17.26,87,10.44,4,2.11,"0"
"AL",415,4084174,77,0,163,219.1,233.4,6.7,2,0,0,112,27.71,89,18.62,66,10.5,3,1.81,"0"
"OR",415,3664334,98,38,213.7,253,207.7,10.7,2,0,1,61,36.33,104,21.51,73,9.35,5,2.89,"0"
"LA",510,3736784,67,0,310.4,66.5,246.5,9.2,4,0,0,97,52.77,123,5.65,99,11.09,10,2.48,"0"
"TX",415,3508680,128,40,171.2,145.7,196.8,14,1,0,1,88,29.1,109,12.38,93,8.86,6,3.78,"0"
"UT",415,3989870,190,22,166.5,183,121,8.5,0,0,1,93,28.31,92,15.56,102,5.44,3,2.3,"0"
"OR",415,3433356,165,0,216.6,190.8,224.7,12.4,0,0,0,126,36.82,104,16.22,123,10.11,8,3.35,"0"
"NY",408,4154609,59,0,107.8,216.6,217.5,9.9,2,0,0,113,18.33,125,18.41,92,9.79,3,2.67,"0"
